"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Full user journey through three endpoints:
  Step 1 — GET /filters for 'SON MOI': asserts filters are returned.
  Step 2 — GET /search for 'SON MOI': retrieves product list and picks first id.
  Step 3 — POST /add-to-cart with the first search result id.
Validates the complete upstream dependency chain — a search-result product id must be valid and addable to cart without any intermediate manual step.","1929","TC_C09_E2E_FilterSearchAddToCart","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:00 UTC 2026","passed","Mon May 25 15:24:02 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C09_E2E_FilterSearchAddToCart"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","410","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:15 UTC 2026","passed","Mon May 25 15:23:15 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"With has_meta_data=0 the meta_data block may be absent, but the API must still return a successful response with a non-empty product list. Guards against the server crashing when the meta block is skipped.","812","TC_S07_NoMetaDataFlagStillValid","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:33 UTC 2026","passed","Mon May 25 15:23:34 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S07_NoMetaDataFlagStillValid"
"Sends a delete request with no session cookies. An unauthenticated delete that succeeds is a critical authorisation bypass — any anonymous caller could empty another user's cart. Must return 401/403/302 or HTTP 200 with error_code != 0.","728","TC_D11_UnauthenticatedRequest","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:25:02 UTC 2026","passed","Mon May 25 15:25:03 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D11_UnauthenticatedRequest"
"Parameterised positive test: each row in AddToCartData.json provides a product id and quantity. Every combination must return error_code=0, a positive cart_id, and products_total >= 1. Covers multiple product types and boundary quantities.","820","TC_C20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:03 UTC 2026","passed","Mon May 25 15:24:03 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C20_DataDriven_ValidData"
"Omits the mandatory 'q' param entirely. Expects a 4xx client error or a 200 with error_code != 0. A 5xx here indicates the endpoint does not validate required params.","560","TC_F10_MissingQParamNoServerError","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:46 UTC 2026","passed","Mon May 25 15:23:47 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F10_MissingQParamNoServerError"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","85","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:48 UTC 2026","failed","Mon May 25 15:23:48 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Validates the success response structure against AddToCartSchema.json. Ensures field names, types (cart_id as long, products_total as int), and required fields are preserved across deployments.","430","TC_C10_AddToCartResponseSchema","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:02 UTC 2026","passed","Mon May 25 15:24:02 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C10_AddToCartResponseSchema"
"Parameterised positive test: each row in AddToCartData.json provides a product id and quantity. Every combination must return error_code=0, a positive cart_id, and products_total >= 1. Covers multiple product types and boundary quantities.","1157","TC_C20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:03 UTC 2026","passed","Mon May 25 15:24:04 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C20_DataDriven_ValidData"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","387","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:06 UTC 2026","failed","Mon May 25 15:24:06 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","323","TC_U21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:43 UTC 2026","passed","Mon May 25 15:24:43 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"Tests the upper boundary of quantity. The server may accept qty=999 (stock check permitting) or reject it with error_code != 0, but must never crash with a 5xx. error_code must always be present.","711","TC_U05_LargeQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:18 UTC 2026","passed","Mon May 25 15:24:19 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U05_LargeQuantity"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","85","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:48 UTC 2026","passed","Mon May 25 15:23:48 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Core smoke test: increasing quantity from 1 to 2 must return error_code=0 and a non-null data block. Verifies the update endpoint is reachable and functional.","890","TC_U01_UpdateToQty2","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:08 UTC 2026","passed","Mon May 25 15:24:09 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U01_UpdateToQty2"
"Business rule: the 'brand' filter is mandatory for lipstick (SON MOI) searches because brand is a primary purchase decision factor for this category. Absence of the brand filter would break the filter panel on the product listing page.","85","TC_F05_BrandFilterMustExist","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:44 UTC 2026","passed","Mon May 25 15:23:44 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F05_BrandFilterMustExist"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","825","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:25:12 UTC 2026","passed","Mon May 25 15:25:12 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"product_id=0 is a zero-boundary value with no valid product meaning. Server must handle it without crashing. Any non-5xx response is acceptable.","1914","TC_D08_ProductIdZero","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:54 UTC 2026","passed","Mon May 25 15:24:56 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D08_ProductIdZero"
"Submitting an empty string as the keyword is a boundary input. The server must respond with either a client error (400) or a graceful 200 with error_code present — never a server error (5xx).","583","TC_S09_EmptyKeyword","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:35 UTC 2026","passed","Mon May 25 15:23:35 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S09_EmptyKeyword"
"Verifies both platform values are accepted. Web and mobile may return different filter sets (e.g. mobile hides advanced filters), but both must return HTTP 200 with a non-null filter list.","658","TC_F06_WebAndMobilePlatformBothSucceed","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:44 UTC 2026","passed","Mon May 25 15:23:45 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F06_WebAndMobilePlatformBothSucceed"
"Sends a valid session but with a tampered form_key (CSRF token). Related to SEC-001 — if server ignores the CSRF check, the update may succeed even with an invalid token. Test must not 5xx; documents the finding in logs.","338","TC_U13_InvalidCsrfToken","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:30 UTC 2026","passed","Mon May 25 15:24:30 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U13_InvalidCsrfToken"
"Verifies the user-facing confirmation message is present after a successful update. A blank alert_message would leave the user without visual feedback that the cart changed.","1310","TC_U03_SuccessAlertMessage","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:11 UTC 2026","failed","Mon May 25 15:24:12 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U03_SuccessAlertMessage"
"Performs four consecutive updates on the same product (qty: 1→2→3→5). Each update must independently succeed with error_code=0. Validates there is no session-level state that blocks repeated updates.","5959","TC_U04_SequentialUpdates","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:12 UTC 2026","passed","Mon May 25 15:24:18 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U04_SequentialUpdates"
"Validates the full response JSON structure against LoginSchema.json. Catches breaking contract changes (renamed fields, type changes, removed keys) that business-logic assertions alone would miss.","742","TC_L07_LoginResponseSchema","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:26 UTC 2026","passed","Mon May 25 15:23:27 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L07_LoginResponseSchema"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","949","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:15 UTC 2026","passed","Mon May 25 15:23:16 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Tests three missing-field scenarios in a single test to avoid duplication:
  (a) empty body '{}'
  (b) missing product_id (only quantity_selected provided)
  (c) missing quantity_selected (only product_id provided)
All three must return HTTP < 500. Required-field validation must be present.","4418","TC_U11_PartialBody","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:25 UTC 2026","passed","Mon May 25 15:24:29 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U11_PartialBody"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","611","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:49 UTC 2026","passed","Mon May 25 15:23:49 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Sends an update request with no session cookies. The server must deny the operation (401/403/302) or return HTTP 200 with error_code != 0. A successful unauthenticated update is a critical authorisation bypass bug.","866","TC_U12_UnauthenticatedRequest","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:29 UTC 2026","passed","Mon May 25 15:24:30 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U12_UnauthenticatedRequest"
"Smoke test: a known valid keyword must produce error_code=0 and a non-empty data.filter list. Fails fast if the filter endpoint is down or returning an empty response for all inputs.","364","TC_F01_GetFiltersWithValidKeyword","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:43 UTC 2026","passed","Mon May 25 15:23:44 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F01_GetFiltersWithValidKeyword"
"Happy path: correct username + password must return error_code=0, a non-empty verify_token, and persist the token to TokenGlobal for downstream tests.","874","TC_L01_LoginWithValidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:13 UTC 2026","failed","Mon May 25 15:23:14 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L01_LoginWithValidCredentials"
"Iterates every item in data.products and asserts that the five mandatory display fields (id, sku, name, price, image) are all non-null, and that id is a positive integer. Catches field removal or renaming regressions.","530","TC_S02_VerifyProductFieldsAndIdPositive","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:31 UTC 2026","passed","Mon May 25 15:23:32 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S02_VerifyProductFieldsAndIdPositive"
"Parameterised negative test: each row in SearchInvalidData.json contains a keyword that must produce 0 matching products (gibberish strings, impossible combinations). Server must still return error_code=0 with an empty result set — not an error.","503","TC_S21_DataDriven_InvalidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:40 UTC 2026","passed","Mon May 25 15:23:40 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S21_DataDriven_InvalidKeywords"
"Parameterised positive test: each row in UpdateCartData.json provides a product id and quantity. ensureInCart() is called per row to guarantee the product is present. Every combination must return error_code=0 with a non-null data block.","891","TC_U20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:39 UTC 2026","passed","Mon May 25 15:24:40 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U20_DataDriven_ValidData"
"Tests two invalid quantity values together to avoid duplication:
  (a) qty=0: boundary value; server behaviour may vary — no 5xx required.
  (b) qty=-1: invalid; if HTTP 200, error_code must be non-zero.","3215","TC_D09_InvalidQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:56 UTC 2026","failed","Mon May 25 15:24:59 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D09_InvalidQuantity"
"product_id=9999999 is a positive integer but does not exist in the catalogue. Server must look it up and return a meaningful error — not silently succeed or crash with a 5xx.","902","TC_C05_NonExistentProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:57 UTC 2026","passed","Mon May 25 15:23:58 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C05_NonExistentProductId"
"Sends size=5 and verifies the server honours the cap. Prevents regressions where the size param is silently ignored and the server falls back to a default large page.","308","TC_S05_CustomPageSizeRespected","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:33 UTC 2026","passed","Mon May 25 15:23:33 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S05_CustomPageSizeRespected"
"Tests boundary values for the pagination params: page=0 and size=0. Neither should cause a 5xx. The server may treat them as page=1/default-size or return a 4xx validation error — either is acceptable.","985","TC_S10_InvalidPaginationParams","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:35 UTC 2026","passed","Mon May 25 15:23:36 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S10_InvalidPaginationParams"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","653","TC_S20_DataDriven_ValidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:38 UTC 2026","passed","Mon May 25 15:23:39 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Parameterised positive test: each row in DeleteCartData.json provides a product id and quantity. ensureInCart() is called per row before the delete. Every combination must return error_code=0 and the deleted product must be absent from the remaining data.products list.","2106","TC_D20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:25:07 UTC 2026","passed","Mon May 25 15:25:09 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D20_DataDriven_ValidData"
"Search is a high-frequency endpoint called on every user keystroke (debounced). A full-page search response must complete within 3000ms to maintain UX quality.","88","TC_S12_SearchResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:37 UTC 2026","passed","Mon May 25 15:23:37 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S12_SearchResponseTime"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","1063","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:17 UTC 2026","passed","Mon May 25 15:23:18 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Adding to cart is a transactional write operation triggered by user intent. Latency above 3000ms causes perceived cart abandonment and is a regression indicator.","412","TC_C11_AddToCartResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:02 UTC 2026","passed","Mon May 25 15:24:02 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C11_AddToCartResponseTime"
"Login is on the critical path for all authenticated features. A response exceeding 3000ms is considered a performance regression.","905","TC_L08_LoginResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:27 UTC 2026","passed","Mon May 25 15:23:27 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L08_LoginResponseTime"
"Sends a valid session but with a tampered form_key (CSRF token). If the server accepts the delete despite an invalid CSRF token, the SEC-001 gap applies to delete operations as well. Must not 5xx; logs the finding for security review.","715","TC_D12_InvalidCsrfToken","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:25:03 UTC 2026","passed","Mon May 25 15:25:03 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D12_InvalidCsrfToken"
"product_id=-999 is an impossible value and must be rejected. Server must return error_code != 0 with a non-empty error_message — never a 5xx from unvalidated DB lookup.","347","TC_U06_NegativeProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:19 UTC 2026","passed","Mon May 25 15:24:19 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U06_NegativeProductId"
"product_id=9999999 is a positive integer that does not exist. Server must look it up, fail gracefully, and return error_code != 0.","728","TC_U07_NonExistentProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:19 UTC 2026","passed","Mon May 25 15:24:20 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U07_NonExistentProductId"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","597","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:48 UTC 2026","passed","Mon May 25 15:23:49 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","543","TC_U21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:42 UTC 2026","failed","Mon May 25 15:24:42 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","589","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:49 UTC 2026","failed","Mon May 25 15:23:50 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Tests three missing-field scenarios in one test:
  (a) empty body '{}'
  (b) missing product_id (only quantity_selected provided)
  (c) missing quantity_selected (only product_id provided)
All must return HTTP < 500. Validates required-field input checking.","3214","TC_D10_PartialBody","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:24:59 UTC 2026","passed","Mon May 25 15:25:02 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D10_PartialBody"
"Sends a valid login request with no form_key cookie (CSRF token). If server returns error_code=0 the CSRF gap is confirmed and logged as SEC-001. Test does NOT hard-fail — it documents the finding so the suite continues. Review the Allure report 'warn' log entry after each run.","795","TC_L04_LoginWithoutFormKey","[FULL] Hasaki.vn API - All Tests","Mon May 25 15:23:18 UTC 2026","passed","Mon May 25 15:23:19 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L04_LoginWithoutFormKey"
