"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Sends an unrecognised platform value ('desktop'). The server must reject it with a client error or fall back gracefully — never with a 5xx that would indicate an unhandled exception.","546","TC_F09_InvalidPlatformNoServerError","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:17 UTC 2026","passed","Mon May 25 14:31:17 UTC 2026","com.testScenarios.FilterTest","Negative - Filter Validation","com.testScenarios.FilterTest","TC_F09_InvalidPlatformNoServerError"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","522","TC_D21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:41 UTC 2026","passed","Mon May 25 14:46:41 UTC 2026","com.testScenarios.DeleteItemInCartTest","Data-Driven - Delete Cart (Multiple Items)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","333","TC_U21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:37 UTC 2026","passed","Mon May 25 14:46:37 UTC 2026","com.testScenarios.UpdateCartTest","Data-Driven - Update Cart (Multiple Scenarios)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"Core smoke test: adding a known valid product with qty=1 must return error_code=0, a positive cart_id, and products_total >= 1. This is the fundamental happy-path assertion for the entire cart feature.","368","TC_C01_AddValidProduct","[SMOKE] Hasaki.vn API","Mon May 25 14:23:57 UTC 2026","passed","Mon May 25 14:23:57 UTC 2026","com.testScenarios.AddToCartTest","Smoke - Cart","com.testScenarios.AddToCartTest","TC_C01_AddValidProduct"
"Sends an empty JSON object '{}' — no product or quantity fields. Verifies the server performs required-field validation and returns a client error or error_code != 0, never an unhandled 5xx.","233","TC_C08_EmptyBody","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:19 UTC 2026","passed","Mon May 25 14:31:19 UTC 2026","com.testScenarios.AddToCartTest","Negative - Add To Cart Validation","com.testScenarios.AddToCartTest","TC_C08_EmptyBody"
"A keyword that matches no products should return error_code=0 with an empty or null filter list — not an error code. Verifies the API treats 'no filters' as a valid empty state.","566","TC_F07_NonExistentKeywordReturnsEmptyFilters","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:16 UTC 2026","passed","Mon May 25 14:31:16 UTC 2026","com.testScenarios.FilterTest","Negative - Filter Validation","com.testScenarios.FilterTest","TC_F07_NonExistentKeywordReturnsEmptyFilters"
"Tests boundary values for the pagination params: page=0 and size=0. Neither should cause a 5xx. The server may treat them as page=1/default-size or return a 4xx validation error — either is acceptable.","1176","TC_S10_InvalidPaginationParams","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:12 UTC 2026","passed","Mon May 25 14:31:14 UTC 2026","com.testScenarios.SearchTest","Negative - Search Validation","com.testScenarios.SearchTest","TC_S10_InvalidPaginationParams"
"Sends 5 consecutive bad-password requests for a valid username, then verifies the account is NOT locked by attempting a correct login afterward. Ensures the API does not produce false lockouts from failed test runs.","2947","TC_L06_RepeatedInvalidPasswordDoesNotLockValidLogin","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:08 UTC 2026","failed","Mon May 25 14:31:11 UTC 2026","com.testScenarios.LoginTest","Negative - Login Validation","com.testScenarios.LoginTest","TC_L06_RepeatedInvalidPasswordDoesNotLockValidLogin"
"Filter data is loaded when the user first opens the search/listing page. Slow filter responses directly delay page load. Must complete within 3000ms.","665","TC_F13_FilterResponseTime","[PERFORMANCE] Hasaki.vn API - Response Time SLA","Mon May 25 14:19:09 UTC 2026","passed","Mon May 25 14:19:09 UTC 2026","com.testScenarios.FilterTest","Performance - Filter Endpoint","com.testScenarios.FilterTest","TC_F13_FilterResponseTime"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","923","TC_U21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:36 UTC 2026","failed","Mon May 25 14:46:37 UTC 2026","com.testScenarios.UpdateCartTest","Data-Driven - Update Cart (Multiple Scenarios)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","647","TC_S20_DataDriven_ValidKeywords","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:20 UTC 2026","passed","Mon May 25 14:46:21 UTC 2026","com.testScenarios.SearchTest","Data-Driven - Search (Valid + Invalid Keywords)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","376","TC_L03_LoginWithInvalidCredentials","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:07 UTC 2026","passed","Mon May 25 14:31:07 UTC 2026","com.testScenarios.LoginTest","Negative - Login Validation","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Attempts to update quantity for a product that is valid but almost certainly not present in the test user's cart. Server must detect the missing cart line and return error_code != 0 rather than silently succeeding.","259","TC_U08_ProductNotInCart","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:21 UTC 2026","passed","Mon May 25 14:31:21 UTC 2026","com.testScenarios.UpdateCartTest","Negative - Update Cart Validation","com.testScenarios.UpdateCartTest","TC_U08_ProductNotInCart"
"Core smoke test: deleting a product that exists in cart must return error_code=0 and a response body containing data.sub_total, data.grand_total (>= 0), and data.products. Verifies the delete endpoint is reachable and structurally intact.","1011","TC_D01_DeleteValidProduct","[SMOKE] Hasaki.vn API","Mon May 25 14:23:59 UTC 2026","passed","Mon May 25 14:24:00 UTC 2026","com.testScenarios.DeleteItemInCartTest","Smoke - Cart","com.testScenarios.DeleteItemInCartTest","TC_D01_DeleteValidProduct"
"Ensure the remember flag does not break authentication. A short-lived session should still return a valid verify_token.","340","TC_L02_LoginWithRememberFalse","[SANITY] Hasaki.vn API","Mon May 25 14:20:54 UTC 2026","failed","Mon May 25 14:20:55 UTC 2026","com.testScenarios.LoginTest","Sanity - Login (Positive only)","com.testScenarios.LoginTest","TC_L02_LoginWithRememberFalse"
"An empty string 'q' param is a boundary input. The server must handle it gracefully (200 or 4xx) and must never crash (5xx).","490","TC_F08_EmptyKeywordNoServerError","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:16 UTC 2026","passed","Mon May 25 14:31:17 UTC 2026","com.testScenarios.FilterTest","Negative - Filter Validation","com.testScenarios.FilterTest","TC_F08_EmptyKeywordNoServerError"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","1009","TC_S20_DataDriven_ValidKeywords","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:18 UTC 2026","passed","Mon May 25 14:46:19 UTC 2026","com.testScenarios.SearchTest","Data-Driven - Search (Valid + Invalid Keywords)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Tests the upper boundary of quantity. The server may accept qty=999 (stock check permitting) or reject it with error_code != 0, but must never crash with a 5xx. error_code must always be present.","555","TC_U05_LargeQuantity","[SANITY] Hasaki.vn API","Mon May 25 14:21:15 UTC 2026","passed","Mon May 25 14:21:15 UTC 2026","com.testScenarios.UpdateCartTest","Sanity - Update Cart (Positive only)","com.testScenarios.UpdateCartTest","TC_U05_LargeQuantity"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","586","TC_F20_DataDriven_ValidFilters","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:26 UTC 2026","failed","Mon May 25 14:46:27 UTC 2026","com.testScenarios.FilterTest","Data-Driven - Filter (Multiple Params)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Parameterised negative test: each row in SearchInvalidData.json contains a keyword that must produce 0 matching products (gibberish strings, impossible combinations). Server must still return error_code=0 with an empty result set — not an error.","529","TC_S21_DataDriven_InvalidKeywords","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:23 UTC 2026","passed","Mon May 25 14:46:24 UTC 2026","com.testScenarios.SearchTest","Data-Driven - Search (Valid + Invalid Keywords)","com.testScenarios.SearchTest","TC_S21_DataDriven_InvalidKeywords"
"Tests three missing-field scenarios in one test:
  (a) empty body '{}'
  (b) missing product_id (only quantity_selected provided)
  (c) missing quantity_selected (only product_id provided)
All must return HTTP < 500. Validates required-field input checking.","936","TC_D10_PartialBody","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:27 UTC 2026","passed","Mon May 25 14:31:28 UTC 2026","com.testScenarios.DeleteItemInCartTest","Negative - Delete Cart Item Validation","com.testScenarios.DeleteItemInCartTest","TC_D10_PartialBody"
"Parameterised negative test: each row in UpdateCartInvalidData.json contains an invalid combination (non-existent product, negative qty, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","324","TC_U21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:35 UTC 2026","passed","Mon May 25 14:46:35 UTC 2026","com.testScenarios.UpdateCartTest","Data-Driven - Update Cart (Multiple Scenarios)","com.testScenarios.UpdateCartTest","TC_U21_DataDriven_InvalidData"
"Smoke test: a known valid keyword must produce error_code=0 and a non-empty data.filter list. Fails fast if the filter endpoint is down or returning an empty response for all inputs.","542","TC_F01_GetFiltersWithValidKeyword","[SMOKE] Hasaki.vn API","Mon May 25 14:23:54 UTC 2026","passed","Mon May 25 14:23:55 UTC 2026","com.testScenarios.FilterTest","Smoke - Filter","com.testScenarios.FilterTest","TC_F01_GetFiltersWithValidKeyword"
"Parameterised positive test: each row in UpdateCartData.json provides a product id and quantity. ensureInCart() is called per row to guarantee the product is present. Every combination must return error_code=0 with a non-null data block.","1317","TC_U20_DataDriven_ValidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:31 UTC 2026","passed","Mon May 25 14:46:32 UTC 2026","com.testScenarios.UpdateCartTest","Data-Driven - Update Cart (Multiple Scenarios)","com.testScenarios.UpdateCartTest","TC_U20_DataDriven_ValidData"
"After deleting a product, asserts two critical outcomes:
  (1) data.products list does not contain the deleted product id.
  (2) data.grand_total is non-null and >= 0.
Verifies the delete actually removes the item from the cart state, not just returns a success code.","1130","TC_D02_DeletedProductAbsentFromCart","[SMOKE] Hasaki.vn API","Mon May 25 14:24:00 UTC 2026","passed","Mon May 25 14:24:01 UTC 2026","com.testScenarios.DeleteItemInCartTest","Smoke - Cart","com.testScenarios.DeleteItemInCartTest","TC_D02_DeletedProductAbsentFromCart"
"Happy path: correct username + password must return error_code=0, a non-empty verify_token, and persist the token to TokenGlobal for downstream tests.","468","TC_L01_LoginWithValidCredentials","[SMOKE] Hasaki.vn API","Mon May 25 14:23:51 UTC 2026","failed","Mon May 25 14:23:51 UTC 2026","com.testScenarios.LoginTest","Smoke - Authentication","com.testScenarios.LoginTest","TC_L01_LoginWithValidCredentials"
"Adds two distinct products to the cart, then deletes only the first one. Asserts the first product is absent and the second product still exists in data.products. Validates that the delete operation is targeted and does not accidentally clear unrelated cart lines.","1730","TC_D03_DeleteOneProductOtherStaysInCart","[SANITY] Hasaki.vn API","Mon May 25 14:21:20 UTC 2026","passed","Mon May 25 14:21:22 UTC 2026","com.testScenarios.DeleteItemInCartTest","Sanity - Delete Cart Item (Positive only)","com.testScenarios.DeleteItemInCartTest","TC_D03_DeleteOneProductOtherStaysInCart"
"Search is a high-frequency endpoint called on every user keystroke (debounced). A full-page search response must complete within 3000ms to maintain UX quality.","516","TC_S12_SearchResponseTime","[PERFORMANCE] Hasaki.vn API - Response Time SLA","Mon May 25 14:19:08 UTC 2026","passed","Mon May 25 14:19:09 UTC 2026","com.testScenarios.SearchTest","Performance - Search Endpoint","com.testScenarios.SearchTest","TC_S12_SearchResponseTime"
"Tests three missing-field scenarios in a single test to avoid duplication:
  (a) empty body '{}'
  (b) missing product_id (only quantity_selected provided)
  (c) missing quantity_selected (only product_id provided)
All three must return HTTP < 500. Required-field validation must be present.","954","TC_U11_PartialBody","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:22 UTC 2026","passed","Mon May 25 14:31:23 UTC 2026","com.testScenarios.UpdateCartTest","Negative - Update Cart Validation","com.testScenarios.UpdateCartTest","TC_U11_PartialBody"
"Verifies the login endpoint is fully stateless on ingress — a brand-new client (no cookies at all) must be able to authenticate and receive a usable verify_token in the response.","379","TC_L05_LoginRequiresNoCookieButReturnsSession","[SECURITY] Hasaki.vn API","Mon May 25 14:21:49 UTC 2026","passed","Mon May 25 14:21:49 UTC 2026","com.testScenarios.LoginTest","Security - Authentication Vulnerabilities","com.testScenarios.LoginTest","TC_L05_LoginRequiresNoCookieButReturnsSession"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","514","TC_F20_DataDriven_ValidFilters","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:26 UTC 2026","passed","Mon May 25 14:46:26 UTC 2026","com.testScenarios.FilterTest","Data-Driven - Filter (Multiple Params)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Parameterised positive test: each row in DeleteCartData.json provides a product id and quantity. ensureInCart() is called per row before the delete. Every combination must return error_code=0 and the deleted product must be absent from the remaining data.products list.","1236","TC_D20_DataDriven_ValidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:38 UTC 2026","failed","Mon May 25 14:46:40 UTC 2026","com.testScenarios.DeleteItemInCartTest","Data-Driven - Delete Cart (Multiple Items)","com.testScenarios.DeleteItemInCartTest","TC_D20_DataDriven_ValidData"
"With has_meta_data=0 the meta_data block may be absent, but the API must still return a successful response with a non-empty product list. Guards against the server crashing when the meta block is skipped.","700","TC_S07_NoMetaDataFlagStillValid","[SANITY] Hasaki.vn API","Mon May 25 14:20:59 UTC 2026","passed","Mon May 25 14:20:59 UTC 2026","com.testScenarios.SearchTest","Sanity - Search (Positive only)","com.testScenarios.SearchTest","TC_S07_NoMetaDataFlagStillValid"
"Verifies that decreasing quantity (2 → 1) is accepted. Some APIs reject decreases — this test guards against that regression.","801","TC_U02_DecreaseQuantity","[SANITY] Hasaki.vn API","Mon May 25 14:21:11 UTC 2026","passed","Mon May 25 14:21:12 UTC 2026","com.testScenarios.UpdateCartTest","Sanity - Update Cart (Positive only)","com.testScenarios.UpdateCartTest","TC_U02_DecreaseQuantity"
"Sends a valid login request with no form_key cookie (CSRF token). If server returns error_code=0 the CSRF gap is confirmed and logged as SEC-001. Test does NOT hard-fail — it documents the finding so the suite continues. Review the Allure report 'warn' log entry after each run.","406","TC_L04_LoginWithoutFormKey","[SECURITY] Hasaki.vn API","Mon May 25 14:21:48 UTC 2026","passed","Mon May 25 14:21:49 UTC 2026","com.testScenarios.LoginTest","Security - Authentication Vulnerabilities","com.testScenarios.LoginTest","TC_L04_LoginWithoutFormKey"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","397","TC_D21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:40 UTC 2026","passed","Mon May 25 14:46:40 UTC 2026","com.testScenarios.DeleteItemInCartTest","Data-Driven - Delete Cart (Multiple Items)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","478","TC_D21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:40 UTC 2026","passed","Mon May 25 14:46:41 UTC 2026","com.testScenarios.DeleteItemInCartTest","Data-Driven - Delete Cart (Multiple Items)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","387","TC_D21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:41 UTC 2026","passed","Mon May 25 14:46:42 UTC 2026","com.testScenarios.DeleteItemInCartTest","Data-Driven - Delete Cart (Multiple Items)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"product_id=0 is a zero-boundary value with no valid product meaning. Server must handle it without crashing. Any non-5xx response is acceptable.","234","TC_D08_ProductIdZero","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:26 UTC 2026","passed","Mon May 25 14:31:26 UTC 2026","com.testScenarios.DeleteItemInCartTest","Negative - Delete Cart Item Validation","com.testScenarios.DeleteItemInCartTest","TC_D08_ProductIdZero"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","379","TC_L03_LoginWithInvalidCredentials","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:08 UTC 2026","passed","Mon May 25 14:31:08 UTC 2026","com.testScenarios.LoginTest","Negative - Login Validation","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Parameterised negative test: each row in SearchInvalidData.json contains a keyword that must produce 0 matching products (gibberish strings, impossible combinations). Server must still return error_code=0 with an empty result set — not an error.","502","TC_S21_DataDriven_InvalidKeywords","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:22 UTC 2026","passed","Mon May 25 14:46:23 UTC 2026","com.testScenarios.SearchTest","Data-Driven - Search (Valid + Invalid Keywords)","com.testScenarios.SearchTest","TC_S21_DataDriven_InvalidKeywords"
"Parameterised positive test: each row in AddToCartData.json provides a product id and quantity. Every combination must return error_code=0, a positive cart_id, and products_total >= 1. Covers multiple product types and boundary quantities.","502","TC_C20_DataDriven_ValidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:28 UTC 2026","passed","Mon May 25 14:46:29 UTC 2026","com.testScenarios.AddToCartTest","Data-Driven - Add To Cart (Multiple Products/Quantities)","com.testScenarios.AddToCartTest","TC_C20_DataDriven_ValidData"
"Deep-validates every entry inside every filter's values array. Asserts key, label, and value are non-null, and that value (product count) is a non-negative integer. Prevents UI rendering crashes from null option data.","203","TC_F03_VerifyFilterValuesStructure","[SMOKE] Hasaki.vn API","Mon May 25 14:23:55 UTC 2026","passed","Mon May 25 14:23:55 UTC 2026","com.testScenarios.FilterTest","Smoke - Filter","com.testScenarios.FilterTest","TC_F03_VerifyFilterValuesStructure"
"Sends an update request with no session cookies. The server must deny the operation (401/403/302) or return HTTP 200 with error_code != 0. A successful unauthenticated update is a critical authorisation bypass bug.","235","TC_U12_UnauthenticatedRequest","[SECURITY] Hasaki.vn API","Mon May 25 14:21:52 UTC 2026","passed","Mon May 25 14:21:52 UTC 2026","com.testScenarios.UpdateCartTest","Security - Cart Authorization","com.testScenarios.UpdateCartTest","TC_U12_UnauthenticatedRequest"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","411","TC_D21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:40 UTC 2026","passed","Mon May 25 14:46:40 UTC 2026","com.testScenarios.DeleteItemInCartTest","Data-Driven - Delete Cart (Multiple Items)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Validates the full response JSON structure against LoginSchema.json. Catches breaking contract changes (renamed fields, type changes, removed keys) that business-logic assertions alone would miss.","750","TC_L07_LoginResponseSchema","[REGRESSION] Hasaki.vn API","Mon May 25 14:19:49 UTC 2026","passed","Mon May 25 14:19:50 UTC 2026","com.testScenarios.LoginTest","Regression - Login","com.testScenarios.LoginTest","TC_L07_LoginResponseSchema"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","596","TC_F20_DataDriven_ValidFilters","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:24 UTC 2026","failed","Mon May 25 14:46:25 UTC 2026","com.testScenarios.FilterTest","Data-Driven - Filter (Multiple Params)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Verifies the user-facing confirmation message is present and non-empty after a successful delete. A blank alert_message gives the user no feedback that the item was removed.","770","TC_D04_SuccessAlertMessage","[SANITY] Hasaki.vn API","Mon May 25 14:21:22 UTC 2026","failed","Mon May 25 14:21:22 UTC 2026","com.testScenarios.DeleteItemInCartTest","Sanity - Delete Cart Item (Positive only)","com.testScenarios.DeleteItemInCartTest","TC_D04_SuccessAlertMessage"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","377","TC_C21_DataDriven_InvalidData","[DATA-DRIVEN] Hasaki.vn API - JSON Data Provider Tests","Mon May 25 14:46:30 UTC 2026","failed","Mon May 25 14:46:31 UTC 2026","com.testScenarios.AddToCartTest","Data-Driven - Add To Cart (Multiple Products/Quantities)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"quantity_selected=-1 is an invalid boundary value. Server must not add a negative quantity to the cart or produce a 5xx from an unhandled arithmetic operation.","329","TC_C07_NegativeQuantity","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:19 UTC 2026","passed","Mon May 25 14:31:19 UTC 2026","com.testScenarios.AddToCartTest","Negative - Add To Cart Validation","com.testScenarios.AddToCartTest","TC_C07_NegativeQuantity"
"product_id=9999999 is a positive integer that does not exist. Server must look it up, fail gracefully, and return error_code != 0.","232","TC_U07_NonExistentProductId","[NEGATIVE] Hasaki.vn API - Error Handling & Validation","Mon May 25 14:31:21 UTC 2026","passed","Mon May 25 14:31:21 UTC 2026","com.testScenarios.UpdateCartTest","Negative - Update Cart Validation","com.testScenarios.UpdateCartTest","TC_U07_NonExistentProductId"
