"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deep-validates every entry inside every filter's values array. Asserts key, label, and value are non-null, and that value (product count) is a non-negative integer. Prevents UI rendering crashes from null option data.","56","TC_F03_VerifyFilterValuesStructure","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:05 UTC 2026","passed","Mon May 25 14:57:05 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F03_VerifyFilterValuesStructure"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","517","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:46 UTC 2026","passed","Mon May 25 14:56:47 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Core smoke test: searching with a known valid keyword must return error_code=0, products_total > 0, a non-empty product list, and a list size that does not exceed the requested page size.","588","TC_S01_SearchWithValidKeyword","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:54 UTC 2026","passed","Mon May 25 14:56:54 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S01_SearchWithValidKeyword"
"Parameterised positive test: each row in UpdateCartData.json provides a product id and quantity. ensureInCart() is called per row to guarantee the product is present. Every combination must return error_code=0 with a non-null data block.","1098","TC_U20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:42 UTC 2026","passed","Mon May 25 14:57:44 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U20_DataDriven_ValidData"
"Parameterised positive test: each row in AddToCartData.json provides a product id and quantity. Every combination must return error_code=0, a positive cart_id, and products_total >= 1. Covers multiple product types and boundary quantities.","502","TC_C20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:20 UTC 2026","passed","Mon May 25 14:57:20 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C20_DataDriven_ValidData"
"Tests three missing-field scenarios in a single test to avoid duplication:
  (a) empty body '{}'
  (b) missing product_id (only quantity_selected provided)
  (c) missing quantity_selected (only product_id provided)
All three must return HTTP < 500. Required-field validation must be present.","1344","TC_U11_PartialBody","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:35 UTC 2026","passed","Mon May 25 14:57:36 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U11_PartialBody"
"Parameterised positive test: each row in AddToCartData.json provides a product id and quantity. Every combination must return error_code=0, a positive cart_id, and products_total >= 1. Covers multiple product types and boundary quantities.","471","TC_C20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:19 UTC 2026","passed","Mon May 25 14:57:20 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C20_DataDriven_ValidData"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","471","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:05 UTC 2026","passed","Mon May 25 14:58:05 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"Attempts to update quantity for a product that is valid but almost certainly not present in the test user's cart. Server must detect the missing cart line and return error_code != 0 rather than silently succeeding.","405","TC_U08_ProductNotInCart","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:32 UTC 2026","passed","Mon May 25 14:57:33 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U08_ProductNotInCart"
"After deleting a product, asserts two critical outcomes:
  (1) data.products list does not contain the deleted product id.
  (2) data.grand_total is non-null and >= 0.
Verifies the delete actually removes the item from the cart state, not just returns a success code.","1242","TC_D02_DeletedProductAbsentFromCart","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:48 UTC 2026","passed","Mon May 25 14:57:49 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D02_DeletedProductAbsentFromCart"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","516","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:45 UTC 2026","passed","Mon May 25 14:56:46 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"quantity_selected=-1 is an invalid boundary value. Server must not add a negative quantity to the cart or produce a 5xx from an unhandled arithmetic operation.","487","TC_C07_NegativeQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:16 UTC 2026","failed","Mon May 25 14:57:16 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C07_NegativeQuantity"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","75","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:08 UTC 2026","failed","Mon May 25 14:57:09 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"product_id=-999 is an impossible value. The server must reject it with error_code != 0 and a non-empty error_message. A 5xx here would indicate the server is not sanitising the input.","409","TC_C04_NegativeProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:14 UTC 2026","passed","Mon May 25 14:57:15 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C04_NegativeProductId"
"Submitting an empty string as the keyword is a boundary input. The server must respond with either a client error (400) or a graceful 200 with error_code present — never a server error (5xx).","378","TC_S09_EmptyKeyword","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:57 UTC 2026","passed","Mon May 25 14:56:58 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S09_EmptyKeyword"
"Parameterised positive test: each row in UpdateCartData.json provides a product id and quantity. ensureInCart() is called per row to guarantee the product is present. Every combination must return error_code=0 with a non-null data block.","1838","TC_U20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:41 UTC 2026","passed","Mon May 25 14:57:42 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U20_DataDriven_ValidData"
"Core smoke test: deleting a product that exists in cart must return error_code=0 and a response body containing data.sub_total, data.grand_total (>= 0), and data.products. Verifies the delete endpoint is reachable and structurally intact.","1156","TC_D01_DeleteValidProduct","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:47 UTC 2026","passed","Mon May 25 14:57:48 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D01_DeleteValidProduct"
"Business rule: the 'brand' filter is mandatory for lipstick (SON MOI) searches because brand is a primary purchase decision factor for this category. Absence of the brand filter would break the filter panel on the product listing page.","45","TC_F05_BrandFilterMustExist","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:05 UTC 2026","passed","Mon May 25 14:57:05 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F05_BrandFilterMustExist"
"Parameterised negative test: each row in AddToCartInvalidData.json contains an invalid combination (non-existent id, zero qty, negative qty, etc.). Every row must produce HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","596","TC_C21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:21 UTC 2026","failed","Mon May 25 14:57:21 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C21_DataDriven_InvalidData"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","444","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:46 UTC 2026","passed","Mon May 25 14:56:46 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","483","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:04 UTC 2026","passed","Mon May 25 14:58:05 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"product_id=9999999 is a positive integer but does not exist in the catalogue. Server must look it up and return a meaningful error — not silently succeed or crash with a 5xx.","410","TC_C05_NonExistentProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:15 UTC 2026","passed","Mon May 25 14:57:15 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C05_NonExistentProductId"
"An empty string 'q' param is a boundary input. The server must handle it gracefully (200 or 4xx) and must never crash (5xx).","325","TC_F08_EmptyKeywordNoServerError","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:06 UTC 2026","passed","Mon May 25 14:57:07 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F08_EmptyKeywordNoServerError"
"Sends 5 consecutive bad-password requests for a valid username, then verifies the account is NOT locked by attempting a correct login afterward. Ensures the API does not produce false lockouts from failed test runs.","3515","TC_L06_RepeatedInvalidPasswordDoesNotLockValidLogin","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:48 UTC 2026","failed","Mon May 25 14:56:51 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L06_RepeatedInvalidPasswordDoesNotLockValidLogin"
"Parameterised positive test: each row in DeleteCartData.json provides a product id and quantity. ensureInCart() is called per row before the delete. Every combination must return error_code=0 and the deleted product must be absent from the remaining data.products list.","1238","TC_D20_DataDriven_ValidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:02 UTC 2026","passed","Mon May 25 14:58:03 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D20_DataDriven_ValidData"
"Sends an empty JSON object '{}' — no product or quantity fields. Verifies the server performs required-field validation and returns a client error or error_code != 0, never an unhandled 5xx.","388","TC_C08_EmptyBody","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:16 UTC 2026","passed","Mon May 25 14:57:16 UTC 2026","com.testScenarios.AddToCartTest","Full - Add To Cart (All Groups)","com.testScenarios.AddToCartTest","TC_C08_EmptyBody"
"Cart updates are triggered by the user changing the quantity stepper. Slow responses here cause UI spinner delays on a high-interaction component. Must complete within 3000ms.","1012","TC_U15_UpdateCartResponseTime","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:39 UTC 2026","passed","Mon May 25 14:57:40 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U15_UpdateCartResponseTime"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","306","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:09 UTC 2026","passed","Mon May 25 14:57:09 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","587","TC_S20_DataDriven_ValidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:00 UTC 2026","passed","Mon May 25 14:57:01 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Parameterised negative test: each row in SearchInvalidData.json contains a keyword that must produce 0 matching products (gibberish strings, impossible combinations). Server must still return error_code=0 with an empty result set — not an error.","457","TC_S21_DataDriven_InvalidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:01 UTC 2026","passed","Mon May 25 14:57:02 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S21_DataDriven_InvalidKeywords"
"Cross-feature integration flow:
  Step 1 — GET /filters for 'SON MOI' to retrieve available filter keys.
  Step 2 — Pick the first filter that has at least one value option.
  Step 3 — GET /search with that filter key=value appended as a query param.
Asserts the filtered search returns a valid 200 response with a non-null product list. Validates that filter keys returned by /filters are actually accepted by /search.","571","TC_F11_FilterKeyAppliedToSearchReturnsResults","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:08 UTC 2026","passed","Mon May 25 14:57:08 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F11_FilterKeyAppliedToSearchReturnsResults"
"Parameterised negative test: each row in SearchInvalidData.json contains a keyword that must produce 0 matching products (gibberish strings, impossible combinations). Server must still return error_code=0 with an empty result set — not an error.","388","TC_S21_DataDriven_InvalidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:02 UTC 2026","passed","Mon May 25 14:57:03 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S21_DataDriven_InvalidKeywords"
"Sends the same concept keyword in Vietnamese Unicode ('son môi' with diacritic). Verifies the API handles UTF-8 encoded queries without a 4xx/5xx response and returns a parseable JSON body with products_total present.","443","TC_S06_VietnameseUnicodeKeyword","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:56 UTC 2026","passed","Mon May 25 14:56:56 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S06_VietnameseUnicodeKeyword"
"Verifies the user-facing confirmation message is present after a successful update. A blank alert_message would leave the user without visual feedback that the cart changed.","1156","TC_U03_SuccessAlertMessage","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:26 UTC 2026","failed","Mon May 25 14:57:27 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U03_SuccessAlertMessage"
"Adds two distinct products to the cart, then deletes only the first one. Asserts the first product is absent and the second product still exists in data.products. Validates that the delete operation is targeted and does not accidentally clear unrelated cart lines.","2114","TC_D03_DeleteOneProductOtherStaysInCart","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:49 UTC 2026","passed","Mon May 25 14:57:51 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D03_DeleteOneProductOtherStaysInCart"
"Parameterised positive test: each row in SearchData.json supplies a keyword, pagination params, and an expectedMin product count. Asserts error_code=0, products_total >= expectedMin, and list size <= requested size. Covers diverse keyword types (brand names, categories, short strings) in bulk.","632","TC_S20_DataDriven_ValidKeywords","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:01 UTC 2026","passed","Mon May 25 14:57:01 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S20_DataDriven_ValidKeywords"
"Validates the full search response JSON against SearchSchema.json. Covers field names, data types, and required vs optional fields across the entire response tree.","98","TC_S11_SearchResponseSchema","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:58 UTC 2026","passed","Mon May 25 14:56:59 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S11_SearchResponseSchema"
"Sends a delete request with no session cookies. An unauthenticated delete that succeeds is a critical authorisation bypass — any anonymous caller could empty another user's cart. Must return 401/403/302 or HTTP 200 with error_code != 0.","393","TC_D11_UnauthenticatedRequest","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:59 UTC 2026","passed","Mon May 25 14:57:59 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D11_UnauthenticatedRequest"
"Tests boundary values for the pagination params: page=0 and size=0. Neither should cause a 5xx. The server may treat them as page=1/default-size or return a 4xx validation error — either is acceptable.","812","TC_S10_InvalidPaginationParams","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:58 UTC 2026","passed","Mon May 25 14:56:58 UTC 2026","com.testScenarios.SearchTest","Full - Search (All Groups)","com.testScenarios.SearchTest","TC_S10_InvalidPaginationParams"
"product_id=9999999 does not exist in the catalogue or any cart. Server must return error_code != 0 rather than silently succeed or 5xx.","1255","TC_D06_NonExistentProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:53 UTC 2026","passed","Mon May 25 14:57:54 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D06_NonExistentProductId"
"Collects sort_order values from all filter items into a Set and asserts no duplicates exist. Duplicate sort_order causes non-deterministic UI rendering order and is a data integrity bug.","42","TC_F04_SortOrderIsUnique","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:05 UTC 2026","passed","Mon May 25 14:57:05 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F04_SortOrderIsUnique"
"quantity_selected=-1 is semantically invalid for a cart quantity. Server must reject it with error_code != 0 and must not apply a negative quantity that would corrupt cart totals.","1081","TC_U10_NegativeQuantity","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:34 UTC 2026","failed","Mon May 25 14:57:35 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U10_NegativeQuantity"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","422","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:46 UTC 2026","passed","Mon May 25 14:56:46 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Performs four consecutive updates on the same product (qty: 1→2→3→5). Each update must independently succeed with error_code=0. Validates there is no session-level state that blocks repeated updates.","3273","TC_U04_SequentialUpdates","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:27 UTC 2026","passed","Mon May 25 14:57:31 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U04_SequentialUpdates"
"Data-driven: each row in LoginInvalidData.json (wrong password, empty fields, unknown username, special chars) must produce error_code != 0 and null verify_token. Covers all credential failure modes in one parameterised test.","468","TC_L03_LoginWithInvalidCredentials","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:56:45 UTC 2026","passed","Mon May 25 14:56:45 UTC 2026","com.testScenarios.LoginTest","Full - Login (All Groups)","com.testScenarios.LoginTest","TC_L03_LoginWithInvalidCredentials"
"Core smoke test: increasing quantity from 1 to 2 must return error_code=0 and a non-null data block. Verifies the update endpoint is reachable and functional.","1036","TC_U01_UpdateToQty2","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:23 UTC 2026","passed","Mon May 25 14:57:24 UTC 2026","com.testScenarios.UpdateCartTest","Full - Update Cart (All Groups)","com.testScenarios.UpdateCartTest","TC_U01_UpdateToQty2"
"Omits the mandatory 'q' param entirely. Expects a 4xx client error or a 200 with error_code != 0. A 5xx here indicates the endpoint does not validate required params.","481","TC_F10_MissingQParamNoServerError","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:07 UTC 2026","passed","Mon May 25 14:57:08 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F10_MissingQParamNoServerError"
"Parameterised positive test: each row in FilterData.json supplies a keyword and platform value. Asserts error_code=0, non-empty filter list, and all items have key, name, and values fields. Covers category keywords, brand keywords, and both platform types in bulk.","77","TC_F20_DataDriven_ValidFilters","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:08 UTC 2026","passed","Mon May 25 14:57:08 UTC 2026","com.testScenarios.FilterTest","Full - Filter (All Groups)","com.testScenarios.FilterTest","TC_F20_DataDriven_ValidFilters"
"Parameterised negative test: each row in DeleteCartInvalidData.json contains an invalid combination (non-existent product, negative product_id, etc.). Every row must return HTTP < 500; if HTTP 200, error_code must be non-zero and error_message must be non-empty.","558","TC_D21_DataDriven_InvalidData","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:58:06 UTC 2026","passed","Mon May 25 14:58:06 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D21_DataDriven_InvalidData"
"product_id=-999 is an impossible value. Server must reject it with error_code != 0 and a non-empty error_message. Must not 5xx.","500","TC_D05_NegativeProductId","[FULL] Hasaki.vn API - All Tests","Mon May 25 14:57:52 UTC 2026","passed","Mon May 25 14:57:53 UTC 2026","com.testScenarios.DeleteItemInCartTest","Full - Delete Cart Item (All Groups)","com.testScenarios.DeleteItemInCartTest","TC_D05_NegativeProductId"
